Domain	Phylum	Class	Order	Family	Genus	Species	SGB	altNames
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Pelethomonas	Pelethomonas sp014237695	SGB43514	Pelethomonas sp014237695 [SGB43514]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Pelethomonas	Pelethomonas sp910579485	SGB43516	Pelethomonas sp910579485 [SGB43516]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Pelethomonas	Pelethomonas sp910587785	SGB43519	Pelethomonas sp910587785 [SGB43519]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Pelethomonas		SGB43520	Pelethomonas  [SGB43520]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Pelethomonas	Pelethomonas sp910577915	SGB43521	Pelethomonas sp910577915 [SGB43521]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Pelethomonas	Pelethomonas sp910579965	SGB43523	Pelethomonas sp910579965 [SGB43523]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Enterenecus	Enterenecus sp910579595	SGB43526	Enterenecus sp910579595 [SGB43526]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Enterenecus	Enterenecus sp910587285	SGB43527	Enterenecus sp910587285 [SGB43527]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Enterenecus		SGB43529	Enterenecus  [SGB43529]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Enterenecus	Enterenecus sp910587255	SGB43530	Enterenecus sp910587255 [SGB43530]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Enterenecus	Enterenecus sp910575695	SGB43532	Enterenecus sp910575695 [SGB43532]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Enterenecus	Enterenecus sp910585265	SGB43533	Enterenecus sp910585265 [SGB43533]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp910577805	SGB43537	Lawsonibacter sp910577805 [SGB43537]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp009917615	SGB43538	Lawsonibacter sp009917615 [SGB43538]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp003612335	SGB43539	Lawsonibacter sp003612335 [SGB43539]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter		SGB43541	Lawsonibacter  [SGB43541]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter		SGB43542	Lawsonibacter  [SGB43542]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter		SGB43544	Lawsonibacter  [SGB43544]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp910585815	SGB43546	Lawsonibacter sp910585815 [SGB43546]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter		SGB43552	Lawsonibacter  [SGB43552]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	Marseille-P3106 sp910577415	SGB43555	Marseille-P3106 sp910577415 [SGB43555]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	Marseille-P3106 sp910587345	SGB43557	Marseille-P3106 sp910587345 [SGB43557]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia sp910578575	SGB43559	Evtepia sp910578575 [SGB43559]
Bacteria	Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Enterousia		SGB43756	Enterousia  [SGB43756]
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	MGBC163016	MGBC163016 sp910588945	SGB44083	MGBC163016 sp910588945 [SGB44083]
Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156	MGBC122484	MGBC122484 sp910586855	SGB44380	MGBC122484 sp910586855 [SGB44380]
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	C-19	C-19 sp910576855	SGB44461	C-19 sp910576855 [SGB44461]
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	C-19	C-19 sp910586285	SGB44462	C-19 sp910586285 [SGB44462]
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	C-19	C-19 sp910576345	SGB44463	C-19 sp910576345 [SGB44463]
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	CAJTFG01	CAJTFG01 sp910575705	SGB44464	CAJTFG01 sp910575705 [SGB44464]
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Coprobacillaceae	Fimiplasma	Fimiplasma sp910588165	SGB44472	Fimiplasma sp910588165 [SGB44472]
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Coprobacillaceae	MGBC163490	MGBC163490 sp910588075	SGB44478	MGBC163490 sp910588075 [SGB44478]
Bacteria	Firmicutes_A	Clostridia	Christensenellales	UBA1242	Caccovivens		SGB44562	Caccovivens  [SGB44562]
Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-582	CAG-582 sp910588195	SGB44768	CAG-582 sp910588195 [SGB44768]
Bacteria	Firmicutes	Bacilli	RF39	UBA660	Caccenecus	Caccenecus sp910585045	SGB44769	Caccenecus sp910585045 [SGB44769]
Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508			SGB45057	 [SGB45057]
Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp910589185	SGB45163	CAG-273 sp910589185 [SGB45163]
Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994		SGB45198	UMGS1994  [SGB45198]
Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994		SGB45199	UMGS1994  [SGB45199]
Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	Scatovivens		SGB45217	Scatovivens  [SGB45217]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Coprocola	Coprocola sp910587195	SGB45228	Coprocola sp910587195 [SGB45228]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Coprocola	Coprocola sp910587735	SGB45230	Coprocola sp910587735 [SGB45230]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Coprocola	Coprocola sp910575055	SGB45231	Coprocola sp910575055 [SGB45231]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	CAG-274	MGBC114079	MGBC114079 sp910579745	SGB45233	MGBC114079 sp910579745 [SGB45233]
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A sp910583985	SGB48104	Alistipes_A sp910583985 [SGB48104]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	CAG-95 sp000403495	SGB4974	CAG-95 sp000403495 [SGB4974]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	COE1 sp000403335	SGB5155	COE1 sp000403335 [SGB5155]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	COE1 sp000403215	SGB5158	COE1 sp000403215 [SGB5158]
Bacteria	Firmicutes_A	Clostridia	Christensenellales	CAG-552	MGBC157735	MGBC157735 sp910587445	SGB59494	MGBC157735 sp910587445 [SGB59494]
Bacteria	Firmicutes_A	Clostridia	Christensenellales	Borkfalkiaceae	Coproplasma	Coproplasma sp910588685	SGB59498	Coproplasma sp910588685 [SGB59498]
Bacteria	Firmicutes_A	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp910588465	SGB59511	Gallimonas sp910588465 [SGB59511]
Bacteria	Firmicutes_A	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp910586675	SGB59512	Gallimonas sp910586675 [SGB59512]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus sp910576995	SGB59638	Ruminococcus sp910576995 [SGB59638]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J		SGB59770	Eubacterium_J  [SGB59770]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp910584215	SGB59774	Roseburia sp910584215 [SGB59774]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp910580195	SGB59780	14-2 sp910580195 [SGB59780]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp910580015	SGB59781	14-2 sp910580015 [SGB59781]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3402		SGB59797	UBA3402  [SGB59797]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella sp910574195	SGB59798	Schaedlerella sp910574195 [SGB59798]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	UBA3282 sp910587095	SGB59804	UBA3282 sp910587095 [SGB59804]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	RGIG7193	RGIG7193 sp910586125	SGB59815	RGIG7193 sp910586125 [SGB59815]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7109	UBA7109 sp910575605	SGB59842	UBA7109 sp910575605 [SGB59842]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sporofaciens		SGB59844	Sporofaciens  [SGB59844]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	MD308	MD308 sp910586965	SGB59846	MD308 sp910586965 [SGB59846]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	Avispirillum	Avispirillum sp011957885	SGB59899	Avispirillum sp011957885 [SGB59899]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	UBA644			SGB59900	 [SGB59900]
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	D16-63 sp910588095	SGB63107	D16-63 sp910588095 [SGB63107]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia sp910584805	SGB63182	Evtepia sp910584805 [SGB63182]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NSJ-51	NSJ-51 sp910585415	SGB63186	NSJ-51 sp910585415 [SGB63186]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Enterenecus	Enterenecus sp910588495	SGB63209	Enterenecus sp910588495 [SGB63209]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp910584605	SGB63211	Lawsonibacter sp910584605 [SGB63211]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAJFPI01		SGB63216	CAJFPI01  [SGB63216]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Pelethomonas	Pelethomonas sp910588365	SGB63218	Pelethomonas sp910588365 [SGB63218]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp910587705	SGB63230	Dysosmobacter sp910587705 [SGB63230]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp910589155	SGB63259	Faecousia sp910589155 [SGB63259]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella		SGB63337	Angelakisella  [SGB63337]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp910574935	SGB63364	Acutalibacter sp910574935 [SGB63364]
Bacteria	Firmicutes_A	Clostridia	Christensenellales	Christensenellaceae	QANA01	QANA01 sp910588425	SGB63370	QANA01 sp910588425 [SGB63370]
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp910579105	SGB63920	UBA7173 sp910579105 [SGB63920]
Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508			SGB65042	 [SGB65042]
Bacteria	Firmicutes	Bacilli	RF39	UBA660	Caccenecus		SGB65053	Caccenecus  [SGB65053]
Bacteria	Firmicutes	Bacilli	RF39	UBA660	Caccenecus	Caccenecus sp910587745	SGB65054	Caccenecus sp910587745 [SGB65054]
Bacteria	Firmicutes	Bacilli	RF39	UBA660	UBA5578	UBA5578 sp910589375	SGB65068	UBA5578 sp910589375 [SGB65068]
Bacteria	Firmicutes	Bacilli	RF39	UBA660	MGBC119817	MGBC119817 sp910586195	SGB65073	MGBC119817 sp910586195 [SGB65073]
Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	Scatovivens		SGB65084	Scatovivens  [SGB65084]
Bacteria	Firmicutes_A	Clostridia	Christensenellales	UBA1242			SGB65300	 [SGB65300]
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus		SGB65425	Nanosyncoccus  [SGB65425]
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	SGB7041	Lactobacillus johnsonii [SGB7041]
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus intestinalis	SGB7055	Lactobacillus intestinalis [SGB7055]
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus murinus	SGB7077	Ligilactobacillus murinus [SGB7077]
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri	SGB7095	Limosilactobacillus reuteri [SGB7095]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-56	CAG-56 sp004793585	SGB7268	CAG-56 sp004793585 [SGB7268]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter muris	SGB7269	Acutalibacter muris [SGB7269]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella arabinosiphila	SGB7270	Schaedlerella arabinosiphila [SGB7270]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella sp000403295	SGB7271	Schaedlerella sp000403295 [SGB7271]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275	SGB7272	Kineothrix sp000403275 [SGB7272]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor muris	SGB7273	Acetatifactor muris [SGB7273]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sporofaciens	Sporofaciens sp000403455	SGB7275	Sporofaciens sp000403455 [SGB7275]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403255	SGB7276	14-2 sp000403255 [SGB7276]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403315	SGB7277	14-2 sp000403315 [SGB7277]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	MD308	MD308 sp000403475	SGB7279	MD308 sp000403475 [SGB7279]
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	C-19	C-19 sp009917405	SGB77368	C-19 sp009917405 [SGB77368]
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus nepalensis	SGB7839	Staphylococcus nepalensis [SGB7839]
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	SGB8002	Streptococcus thermophilus [SGB8002]
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus azizii	SGB8210	Streptococcus azizii [SGB8210]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp009911185	SGB82505	14-2 sp009911185 [SGB82505]
Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	BX12	BX12 sp009911365	SGB82506	BX12 sp009911365 [SGB82506]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis_A	SGB82507	Anaerotruncus colihominis_A [SGB82507]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp009917555	SGB82510	Merdisoma sp009917555 [SGB82510]
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus danieliae	SGB82603	Streptococcus danieliae [SGB82603]
Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Dwaynesavagella	Dwaynesavagella sp000270205	SGB8526	Dwaynesavagella sp000270205 [SGB8526]
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-34	D16-34 sp009911635	SGB86230	D16-34 sp009911635 [SGB86230]
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	SGB9226	Akkermansia muciniphila [SGB9226]
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Turicimonas	Turicimonas muris	SGB9258	Turicimonas muris [SGB9258]
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	Parasutterella sp009767915	SGB9265	Parasutterella sp009767915 [SGB9265]
Bacteria	Firmicutes	Bacilli	RF39	UBA660	Aphodocola	Aphodocola sp910580135	SGB94803	Aphodocola sp910580135 [SGB94803]
Bacteria	Firmicutes	Bacilli	RF39	UBA660	UBA2730	UBA2730 sp910576925	SGB94809	UBA2730 sp910576925 [SGB94809]
Bacteria	Firmicutes	Bacilli	RF39	UBA660	MGBC102946	MGBC102946 sp910576985	SGB94816	MGBC102946 sp910576985 [SGB94816]
Bacteria	Firmicutes	Bacilli	RF39	UBA660	MGBC108787	MGBC108787 sp910583945	SGB94819	MGBC108787 sp910583945 [SGB94819]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7109	UBA7109 sp910576335	SGB94868	UBA7109 sp910576335 [SGB94868]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B sp910574185	SGB94870	Lachnoclostridium_B sp910574185 [SGB94870]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp910588225	SGB94872	Acetatifactor sp910588225 [SGB94872]
Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ventrimonas		SGB94886	Ventrimonas  [SGB94886]
Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp910585245	SGB94989	Dysosmobacter sp910585245 [SGB94989]
