5c7657ee-666d-4545-a5f4-e3b97972700c	ef1f9867-c5fc-4ba0-838d-848b58467b10	d479236c-8606-41ad-b8e4-006d816e0494	612c986d-545e-45af-8807-2df49f08a01a	0d28bae3-3b00-457b-a62c-3d9edb9fae8a	adbacf26-5d01-459f-86e0-1967c4c3c9eb	d25be762-5047-437f-a749-1049b8be57a3	4f381a59-5b94-4500-a3e0-66a29d472108	76bc6a3b-9d77-4a38-a663-d1472b59c043	dfc17ebb-83f0-4a37-a961-974e60e5f57e	2bcd07f9-960c-4bf9-a147-93daa514d7e8	fdb23de2-cc37-43b6-97a7-b63fa41b3fd2	bec7eb37-dfcd-41d9-bdfc-0bc5ba8f8330	36ff5b45-340f-4508-97f8-2db37a2c0c1a	0fe3ff8e-33c6-4901-8926-4a941a907c76	b1c1e4d6-33bc-4e44-b0ac-1dee48a9c90b	fd90b87b-1ece-4b8b-8bac-a373b6bfc0d2	8cafea18-38fb-4044-aa6e-e3575baf4f75	9e528736-741f-4de9-9adf-e99566a3ec5c	e35b993e-9261-4c7c-ac5d-5598630adf6f	69d5e82f-530b-4de1-b71c-d97e4fee1b23	8026eead-3968-4929-8ac4-126ead00a55d	5a6ae85c-b6fe-4bed-9d79-2fc3d722416f	667fd635-ee7a-4d22-a128-8d7567559348	3a95fb07-9cd4-4410-ab14-6e08cbe8fb4d	64cfc38a-c2fe-4a3c-a92b-4d5eec3c9bec	7eac574e-7a22-47fe-9e95-027a9469978d	5155defe-cf3b-434d-a79b-f97cbd8b7bb3	a55db179-101c-459f-8fbf-a4d0de76765b	888698af-80c8-466d-9e54-b0e61d24495a	40fcafa2-7823-4086-902c-76edd44c8ad7	e76d515a-fbc3-4b37-b542-c6fe625bd623	f498cd34-8ff0-4a82-b15d-8688abc9435d	216699da-5299-480f-87a1-4c4c5ae57e7b	c88e4fdb-0d46-4ae4-b1e8-98933a35feeb	672ea0fc-3873-4ec8-9d2d-57f3c422c197	135f44a7-adf5-43f1-8c2d-4ba8f92187a2	253c2ac0-4eed-4fd8-8b7a-9b091fdec2fc	e9749d55-fecc-4517-a466-9ead9e6d8413	6f87b662-221b-4811-8fe4-c5237d03d957	f3035faf-d71d-4cb0-bb63-64d7b3c38491	2f242b7c-f644-4a6d-ae13-41f3a2d6f125	c80e6d15-520b-4bd0-a67a-62f8a17c035e	a6a8e3b9-4007-4fe4-a891-b85a100f0b29	3eff4ead-173f-43c0-8bf3-928eda3af235	f47bfcd5-7b4b-4670-980b-3e4c9c4a88cf	4a571d8f-049d-4057-8034-883f1fc99ab2	700a1335-1157-4209-88da-172a9d744849
3920.8549570707	2106.8988406294	3335.3451810678	2913.8541193592	3193.5650193346	2639.2289610128	1836.9321909963	1968.8779435946	3070.4875226227	3448.2260344434	3382.0194023453	2797.9619349804	2953.6384259162	3360.9659879952	3747.7362272724	4153.0653736475	3009.5576200963	2766.7699215677	4054.4594395485	1890.292759169	3316.2059225187	2589.1266779644	2097.0883054926	3742.9694252337	1752.6536224158	2711.0459291952	2758.5077983313	3345.2571728265	2875.1727157588	1970.7063048767	1267.5303590108	2249.7132281893	3985.8923911768	2126.0639992907	3744.0228853613	3070.6766608592998	2562.9751079315	2508.2628076863	2645.3165739235	2943.9335290786	3930.4354573577	2756.7282867988	2390.2360742074	2322.2437328706	3183.7650866533	3209.214475076	1595.0261234793	3025.2920012207
3905.7279342417	3877.6441889307	3855.8578085541	3248.9265025735	4850.4326470752	1363.609363827	3820.4097596974	2489.6916897037	3739.4057400378	2035.1201228785	2939.498841245	2527.8151215899	5164.2586747235	2251.130265829	3395.9305994385	3236.5327189338	2620.9246448915	3080.1479462579	3386.9198232253	2668.8493438537	5861.0733342927	3716.2295983257	5417.5004206982	5614.2349873258	3356.8312950097	2717.2021063707	1836.6948572815	3964.1989696074	4280.4180563847	4182.6797229279	4521.2465456449	2271.8547136239	2924.4457961961	5992.845784516	3276.0337359673	3324.6991412701	3781.1144773067	5370.1299491018	3620.36791427	6265.2278602061	2970.2752926341	4023.4297634414	4278.7072442452	2816.7324526192	5225.3285173932	2901.4751050891	4692.0890322509	3610.5114913235
3816.6396359837	4815.3436416715	4478.8768425718	3068.389187545	3960.0167103577	1471.1887576222	3516.7554988163	2947.4251787649	3884.6326881578	1605.2738821017	2649.2005044592	2154.3134675884	4319.1020273462	1871.2043420427	2600.0810656285	2783.7914635082	1958.0909988218	2712.6497968436	3061.9124809465	3399.6368830992	6251.2496367351	3488.2458450782	6066.2885335345	9747.1118276451	3298.8891363549	2164.4711315571	1727.8367287721	4463.4101114838	3966.4856363866	5523.1343300671	7381.033802225	1608.2400113935	3317.8327752212	5867.4942145047	2951.6037705575	2572.6663463334	4447.0371413564	6793.8276105577	4146.4384420274	7348.4459294199	2365.8401022334	3207.9389374071	4207.9564454537	2054.1169427785	4254.1806294925	1749.251280018	5929.2079323005	3720.1149149528
3802.9757283959	2388.0712684488	4618.6969244266	3802.690179484	6105.0476476004	2112.9408157674	4667.2611415148	4565.5169532444	3889.7913671184	1049.8979968758	1161.7983379158	1847.8108319956	4595.0131718049	2989.2252055659	1561.4909879082	3193.9164039683	1245.6768879217	1344.9674600735	3575.2759284742	4165.060833107	4932.421793861	4858.7033215927	3809.6455844007	7080.6796644478	2705.3247574645	1771.0950012454	2751.0080438021	3511.6897499604	3151.9783588317	6126.7923224546	6321.8103971743	2995.3877722955	2601.38440456	3204.7610638651	1330.2223875636	1713.181852779	3946.1914985566	3944.620396857	4696.6953618789	4013.3250516457	3755.1742936884	4983.7166508563	4287.1709631143	2335.2541407435	5554.2835375405	1301.1880093143	5070.1006492972	6077.7745084488
3795.8866649609	1776.0007065253	3577.7622503293	3110.5296608937	2983.4711810668	2941.7977135906	2721.4017573032	3164.4991284503	3135.2200150078	4418.786620714	4991.4189115674	4113.1814997967	2236.9623511083	3177.5871063639	3310.1665880539	4700.4335246954	3596.4763388197	5014.8920003449	4429.7566976868	2498.5189061148	3624.2911451953	3085.402379683	2932.1390684395	5188.9727266204	2243.6277947796	3221.1529484404	2511.1218651165	3601.132545982	3997.9184565448	2200.5845108068	1590.5096952763	2741.7251486533	4523.8828263989	1817.3794718388	4128.1526520256	4342.4893149566	2954.455081682	2042.8470046478	3210.8253103898	2193.1581619999	3716.9964068796	3764.8747444901	2653.9448155384	2992.7339703113	3487.5103230885	3564.4845181832	1705.2466430825	2946.4660280876
3701.8242632964	3740.5922679631	4798.4387093112	3907.5573063133	4146.6533807666	3181.5523834621	2086.946530776	2209.897143343	4852.3530387628	2609.109143584	3133.9269054549	1477.0952004962	2300.091145791	2350.5581955927	2946.8291215992	1897.7815429019	2260.164321895	3398.208122701	3523.1882741812	2561.1371290387	3995.4248576329	4252.57042707	4454.2822866331	4820.0418993877	2206.0792934947	2551.2176093251	1716.7037117396	3377.2815957599	2458.1177540428	2365.8982350532	2254.5857001806	2162.9141663921	2903.9162742409	4332.1411949064	2441.3614993894	4282.1042904318	3003.3215354867	5520.051583351	3712.3429149543	3954.2144185266	2141.1189473919	2817.8472223678	4079.3804974434	3265.6222815697	4637.7666986821	3890.0843946143	2793.535877003	3253.7915078045
3579.5263867971	3211.5281469912	4381.378890074	3239.3545294605	3747.6240812804	1719.1064113114	3219.0791961554	3158.3552460013	3298.0175878384	2095.5880494582	2891.5040859969	2953.1164110322	4230.5781337936	2154.5143238127	2930.5937520268	2532.9176384088	2407.7209975615	2693.3786661425	3803.9126941133	2778.9525760561	5460.1981041658	4001.7047215136	5566.3012415782	5575.2460175218	2793.5831937024	2345.2276898208	2108.0511931335	3874.1719830038	3865.1048955823	4299.5185836118	5356.0478629939	1908.6851315233	2938.826523832	5054.7210317873	2950.9435461469	3608.8710873564	4053.8310929611	5580.6851208371	3820.211179699	5987.087328355	2771.4762764174	3422.7487857083	3716.5487125393	2367.3533915685	4417.3304171462	2592.5855577201	4565.4326576463	3817.2053858649
3440.8970915676	2876.9240001986	3405.12539416	3275.5039130097002	3565.1614143836	1352.0688495985	2751.9439886083	2395.6831269992	3140.5746462946	2098.7533455512	3292.1887570781	2814.302423226	3943.0690336335	2025.8351276636	2845.5316684669	2960.0181524112	2320.2517080309	3455.1933759806	2720.7268163125	2150.9452084394	4165.764346979	2867.4458486364	3649.5113815299	5033.0044178789	2611.2014419802	2303.6352970265	1696.7828017898	3484.4045471138	3660.8675173096	2854.8233943182	3387.5277731009	2225.0222095448	2652.030661863	4452.4055320279	2905.8913247284	3203.5616736525	3142.9893682179	4480.649620623	3098.7826495066	5450.7695282088	2749.1301464007	3082.3551288833	2976.4244937648	2211.7605729398	3884.4027277104	2460.9308036908	3715.9820574004	3185.469499608
3351.7237774104	3493.0708161169	3378.5681927706	2790.4581189135	4262.9749677035	1137.4631806114	3370.6827703915	2153.5143276815	3252.4871899244	1696.7407304948	2476.1683835008	2132.0603571574	4682.5927323054	1877.6078440606	2887.0134846542	2734.4820405449	2233.925688028	2612.6157425612	2874.5832276858	2315.5530237446	5255.7587145549	3263.6749607664	4938.1723169885	4974.8263127224	2999.077733869	2316.3782595152	1551.5887339593	3441.1933184145	3703.9654908541	3788.1257259916	4090.9143347878	1928.9559041099	2470.1894094133	5502.0302104627	2770.6691853378	2819.7895692612	3310.5458520263	4867.147505276	3172.835928891	5708.2056157276	2524.0782889686	3492.4769347292	3819.5787995545	2427.0145707422	4603.5277377788	2466.5374038869	4264.2402237186	3121.8710782122
3323.6876182633	771.5265573697	3025.1012175756	3888.3701152898	3685.5736703313	2457.4198125279	2659.4709857985	2107.8908702108	3069.3817492829	2564.1055178623	2628.1028750157	2626.406484037	2191.8564651975	1960.2210862284	1651.7245941439	1770.0929621228	1665.811322139	2399.3399096199	2751.6253652305	1904.2065491722	1936.3937038287	1524.5731099063	1147.5029049209	4734.5368645197	1301.1663021393	2752.6591660596	1909.9192229967	2290.9937059947	2411.7268827085	4672.444422124	4424.3769414883	2490.5951780836	3681.6009771312	860.8334772372	2580.3348190506	3926.5532038983	2197.6504566632	802.4346013875	2486.0963648724	2502.0625135419	1770.006468896	2320.5312146016	1339.9400668027	2187.9274943494	3884.7784518487	2298.2999458394	3436.578445139	1951.9209614043
3260.4066142847	3916.1964778403	3170.0346674794	3892.9171285129	3972.793877428	1336.2964115531	2285.8907043702	3523.1315351406	2524.4506376316	1658.9829405475	2134.1508195556	2275.1213730937	5170.1028965073	2266.4661380088	2710.8185322587	3122.8859674464	2304.8742257366	2775.7941490192	2257.4183642994	3041.8950089771	4705.1406292772	3006.1743315707	4567.1584766522	6179.5323688417	3562.1522772467	2440.7804616349	1784.2897395965	3525.1132452388	3914.5237470295	3881.7999039486	5189.312629011	2388.3208548797	2325.2867428076	6153.2766959932	3120.6422529926	2900.8882811875	3461.3094623812	6030.3229461627	4970.9806463118	8597.6570968195	3301.0811371864	2512.9847059114	2661.7370593578	2168.8895592717	3150.58690354	2225.10044492	5590.0380775364	4700.8105817845
2931.762955073	1542.6648646255	2611.0529727632	2222.9202761062	2980.8142815648	2076.5017566542	2111.5387300549	1829.5377399072	2370.7298695244	2983.0707426303	3371.9191301866	2715.0755162018	1881.3795440084	1625.8195358973	2694.4379987256	2545.2291484551	2395.8180735911	3411.578575195	3246.212669371	1589.8229105514	2611.7339215064	2886.5977999807	1692.4817942766	2248.4992616552	1281.3478833924	1676.6206888797	1509.0101178694	2248.1681033053	2646.8989916767	1633.9019216989	1450.4575360113	1735.2646787924	2478.5699478828	1828.9712842691	3064.4999736491	3302.1601288963	2228.1869834995	2222.2309474964	2842.3536310803	2718.3550588876	2862.395008172	2072.0385412115	1838.5542531205	2353.4738080312	2683.3975432319	3441.1438224066	1528.7580509544	2393.2869541111
2897.7028825673	3259.5441611384	2776.0227758253	3360.7419679484	3412.2803374424	1250.6591633021	1996.7103977377	3143.8786046772	2198.6956409907	1522.8625940688	1927.9302148262	2064.8204362363	4251.6327489126	2043.0782741205	2490.6852245455	2894.5226772811	2084.1613202238	2499.7588699502	2013.9133731578	2621.4064957547	4066.0239289692	2606.8214223766	3911.6943454153	5268.0321419815	2979.6719055961	2159.2262295922	1625.9068915879	3082.5569391884	3375.8159635272	3344.3783682205	4392.5499013074	2136.0694080016	2101.9366618229	5038.9416841878	2836.6752657314	2592.0428286839	2938.9008033502	5226.5932825255	4378.4344428613	7091.7140289412	3058.4422850505	2203.252069726	2264.5852043715	1882.5733739627	2761.3475620519	2058.8008671866	4737.9208609588	4165.1950885302
2832.287406624	3043.2757122563	3203.4288528047	2788.762814032	3396.119192822	1049.5449087347	2791.0712191289	2220.2699239887	2775.593251934	1700.5159887197	2866.1298932723	2405.4895583334	4249.7717232445	1504.1567291883	2228.3508897049	2265.3368228691	2028.0892455757	3148.653412114	2330.3601489816	2116.8489751999	4892.1326646368	2845.4239876216	4359.25217907	4997.996016361	2717.785457453	1996.035423279	1463.6761681589	3049.4377106306	3161.6709049864	2884.2187243058	3857.9701427776	1791.5466845283	2190.7809435063	5132.1827231343	2274.9989316717	2618.3189101526	2928.9658265481	4925.625025868	3190.6564257504	6357.1094186203	2284.755506832	2983.9465908738	3326.5337796199	2128.6238324108	3533.1315072623	2002.4399981721	3988.126205059	2955.7450382324
2705.2981964523	1093.68417758	2368.516685605	2365.6352559669	1922.5376932882	1999.3012404398	2001.8979051085	2539.7605725608	2070.8875047424	2290.7738228794	2522.8427476722	2585.2111338785	1674.3632902792	2483.5357449721	2156.8019072034	2413.6262382565	2966.2312826577	2889.3250710478	2908.1646195602	1371.8507932382	1825.5754598582	1511.1351721856	1856.4617880812	2338.6976546304	1294.5474446194	2885.7725001784	2838.1380240175	2140.7329820797	1859.2278878452	1568.9444197825	1115.4217368241	2178.7439702578	2405.423558074	954.4522445399	3093.2495234568	3266.6084781608	1379.5691241903	986.746521752	1864.8852915266	1182.8218321023	3225.0047245195	2688.0902035873	1747.988633378	2003.0898659084	2060.9725717103	2424.3962569828	854.0195544174	1992.9853280666
2646.1158887631	1148.0904942059	2833.4649367657	2533.143126062	4031.9921685087	1617.103998808	3019.5357232383	3867.6195254471	2425.0486445175	2010.1974341711	1815.4144100262	1520.9767515076	3797.6781530486	3050.090274131	1870.8293978698	3600.8650736025	1807.1585684527	1857.5943233649	2820.0348113778	3110.8989229312	4666.2454449557	3973.7404620648	3274.6423192699	5063.2562066892	1453.9639560847	1674.4897890338	2035.8534903974	1946.287489692	2150.0337502744	4970.2021100672	5791.2625053364	2433.0562040864	2055.2435249155	2367.4081889232	2441.8823255202	1650.552375483	2187.0966909737	4350.0441052235	7228.1468601553	4702.7152740998	3423.0399239159	2789.3888493898	2529.3067394517	1656.4888981337	3031.586239654	1421.8741877202	4280.8971284068	5843.5514095572
2436.4693034645	1472.40747331	1441.1543887339	1749.6661195322	2066.212917307	1464.2279709696	2019.1431431599	1588.5593154501	2029.1948567381	1929.9633585207	2591.8148040756	2716.2968065152	2366.78989141	1450.201169924	1588.2471214782	2368.7248374897	2419.6889758148	2786.5437691668	3283.1560409812	1673.8668369516	2640.945682742	1963.721739051	2281.9948260423	2752.6130394933	1881.5396452862	1502.1667565495	1117.4090430011	2230.0843819099	2399.2305003983	1724.871274175	1631.5618086298	1689.9688919304	2429.2326643896	1923.9803146936	1693.022302919	2612.0142002113	1697.85999878	1488.0464341674	1978.7327343291	2108.7265975258	2276.3494152456	2685.619866086	1790.7459006751	1790.2648142954	2445.7430695962	1748.7903681255	1710.4852842668	1477.9244057752
2387.0268296227	3030.0057754059	2190.957971646	3125.1872405765	2864.7871035089	943.5979016371	1544.1704566306	2581.5646826198	1740.7026162396	1216.3619288312	1515.597962857	1668.0305687874	3948.0692000529	1745.654293486	2109.9681919172	2463.3906788991	1720.7748055687	2060.9363788102	1546.8099764983	2191.5310485592	3290.6567157711	2046.8912501462	3316.9934254398	4610.8203785513	2777.9178977205	1821.5576431257	1301.2898152695	2569.9632072471	2902.2099294492	2705.0747932665	3793.0726804097	1806.1412162853	1673.2731710682	4847.6066025176	2440.0115733657	2116.2109636744	2497.7782109101	4485.646844788	3464.0599188497	7164.7430721111	2490.8290049144	1703.3732730477	1822.0715924623	1548.9967421673	2153.5517801199	1667.4915628968	4325.3869077576	3390.1916834982
2375.5478840887	1205.4001621359	1989.2578347542	1688.4005104424	2635.4542612058	1754.6087708606	1567.3987731871	1676.435870226	2076.282181339	2449.0562726843	3097.2593486245	2567.0755737243	1442.6389467048	2069.2897124303	2054.5038955415	1887.2260764069	2145.0765079073	3004.0026392777	2213.0965983991	1577.0123712986	1766.8440089733	1275.2496371035	1326.3353540141	2118.5111491796	1101.2302641704	1912.1457809851	842.5599532468	1465.8175563882	2299.9443682175	1426.6401220874	1221.7785263191	1996.8408443153	2719.8382872148	802.3790987532	1776.9816572659	2073.5115879713	1648.0423419297	1215.9405113546	1622.8486000869	1171.0582526357	2913.367082893	2489.8055356073	1887.4648567244	1900.6415252646	2166.0244538233	2432.1611446018	1148.1194807748	1844.6603733393
2327.3081442951	1431.1980037455	2449.2973226673	2080.2648437958	2287.1982587323	1248.7420950716	1838.4094886197	1477.0881669103	1774.1617830041	1388.1008826854	2153.5801810819	1875.0945107464	1738.0480066861	1293.271788845	1395.5242885904	1241.4878085462	1611.042159791	1773.3901071426	2479.7860222804	1521.6149037225	1633.5115021519	1444.1531627447	1477.3655832208	2788.4308641796	948.4466885288	1728.9029291628	1849.0585047427	1948.7939280791	1633.3758116152	2527.6038802222	2441.2489621875	1314.5350322716	1771.8179980907	1812.1609116275	1515.1469765534	1848.6165776145	1141.8774983231	1642.3595895451	1847.2123405167	2439.9141343803	1558.8150610925	1683.6629823635	1519.505924453	1641.4346293106	2307.6867964873	1634.4547769841	1981.3032411302	1225.2378616197
2268.9988279733	1131.2386770417	2458.2628888034	1842.6477055755	2533.9315421829	1493.0871897316	1814.9127398689	1598.3575343174	2043.1151188017	1503.7278770124	2206.7290912299	2017.5111432856	1467.8770476723	1254.7074775663	1179.4893029815	1668.6219407231	2012.285086799	2245.1334445462	1576.670792057	1221.7742896152	2363.0097141603	2098.1602609738	1039.5677122192	2341.5279493805	1539.9863129737	2309.0229335883	1365.0710951975	2408.7210430462	2728.4919430334	2899.9830945994	2731.3068770002	1717.9324895975	2132.1293203135	1268.5914401839	2170.7608462027	2719.8644590306	1696.6025205033	1449.4108007357	1470.6577356277	1720.6989610402	1654.5901342562	2139.2054745002	1502.9010770755	1740.2183843512	2506.207974213	1773.6329655514	2131.2971636259	1574.2976679242
2189.826634711	1778.5134560858	2558.8984580208	2142.7464019394	2498.8295326001	841.8600412343	1302.4586751944	1939.9200046557	2215.7623857165	2111.6146879154	1518.4661241489	1645.0950522947	2922.2730067237	1845.8298249122	1713.1134503641	2516.9546882638	1356.3746068662	1852.3444118847	2585.7016728696	2177.771818948	3252.638779165	2064.6311753303	2946.6837771709	2777.0649712223	1539.1917374401	1379.5092825469	1110.5842476278	1992.856974388	2065.5444448226	2514.833904516	2393.7725479158	1636.8577914898	1601.3184192778	2849.5369148236	1733.7036266864	2164.6590774547	2056.2898693847	3590.11237176	4199.0143012958	4644.2156901035	2394.6102623865	2240.1367265056	2300.0958522436	1110.2569788595	2610.7070021666	1566.7010674054	2567.1961607376	2589.4150440597
2189.1617234261	3344.2973270156	2740.8752424789	2357.1750672298	2896.9976769403	929.8804691832	2052.0598587139	1914.9622966308	2423.891660187	1114.0954124134	1639.619651851	1728.8973320581	4289.9237615212	1433.3639332674	1669.5327186011	1618.2727052764	1343.8664572273	1901.5451616029	2206.5106192829	2098.0282126034	3875.9251518729	2352.8860278403	4385.7710404652	4857.5839608406	2732.2766421347	1581.047050249	1152.1693511705	2756.4718258611	2989.8953049543	2540.9345533134	4032.2821284115	1441.1158819748	1854.1407038767	5082.7887498569	1706.160124094	2316.5491146405	2881.7907896681	5052.593149889	2563.6220425102	5513.7627174714	1733.6557773834	2218.7410242519	2823.8160841471	1690.5029432026	2826.0632542906	1451.6962616917	3585.3173608128	2242.0941358597
2126.6361258795	1468.1124484981	2278.6331604172	1807.9876985371	3121.8227406637	1375.6977815273	2588.1937790565	2805.357599421	2258.9550764242	879.2870820708	1040.1218573983	660.9903335416	2874.3622115128	1246.1619597523	913.5841568396	1277.891838993	941.9571282396	1148.5675589243	1886.2558404111	2273.4853417988	2960.7697095544	2883.2640481845	2805.3420534436	5109.745013676	1194.37703986	1091.7054488323	1223.3672768116	1970.3284365876	1640.2331290159	3472.231235197	2954.3789934482	1441.083660481	1328.08872513	2179.4508244198	1033.7602955455	1336.742190955	1734.4731761068	2869.473824619	3604.7481287983	3219.8162644036	1656.5103709984	2024.5293911943	1995.7523938979	1400.6554328512	3062.0451623611	1165.0358031894	2588.4492301751998	2564.1058021068
2087.6175586527	1606.4490022405	2523.5016420729	1900.0601317122	3862.5684424857	920.6009144041	2992.0037564962	3928.4945901706	2364.2947948544	604.6731803883	506.2338904249	626.0577872072	4234.7913323689	1510.3258723538	195.2091358421	1605.3986312269	454.3956333456	719.9094031588	2244.3742211973	3455.161857208	5231.5785286335	4424.2371843305	4275.0050786107	5268.052417595	1424.9854690207	504.3605154888	1658.0856624147	1601.4065062032	1562.3390127231	4695.0480416529	5533.9184445867	1660.1047350862	677.675922205	3421.0945761529	492.6644478162	837.573574698	2686.0173174135	5369.0633904786	5806.5273103158	5581.9490855009	2332.3894936124	2722.0982598504	2567.9164872582	1040.263824255	2949.2901305966	626.3690610257	4574.060517884	5759.0340074885
2031.1314740598	2643.5551784903	1879.8484171473	2662.0195470118	2452.2869191551	799.1451085563	1322.3552219483	2225.4486440292	1481.357501445	1017.8410565345	1282.8307235916	1416.9586877182	3426.4127349749	1465.3911164621	1784.5267347144	2052.5496173675	1470.1959200223	1742.0187360749	1319.2484950248	1877.5324291507	2824.4713593163	1745.1587415193	2889.575690611	3963.9592627068	2372.2516587789	1543.1675449503	1119.9292367656	2197.3795321588	2465.6197816976	2328.4346032598	3287.0605139844	1529.4826907791	1423.5601109845	4222.9640000129	2057.4778567679	1787.3914016876	2137.3326484266	3862.4683473779	2973.1454699974	6325.9252569441	2110.0126998837	1454.13242834	1561.1815021099	1321.42956581	1832.0185766526	1411.2101581508	3740.2061790214	2887.834615137
2020.2951964585	2602.8222058326	2358.8525090216	1656.4161625031	2282.8629895442	927.1538072175	1727.4281831464	1359.7575306193	2091.0313193113	1322.0816752327	2067.3209700592	1918.4777871768	2040.4249238303	1374.9916485111	1661.5958603428	1416.1565459161	1475.7763932398	1949.2336806095	2026.674723127	1759.4591915354	2618.4418344226	1873.9021614023	2784.6290195136	3318.2773507119	1536.9327367076	1740.3452922226	1049.1759968963	2192.0540923052	2278.9771301521	2177.9476882605	2047.0915324646	1109.3148245078	1730.7726021124	2829.6474866566	1646.3094092875	2088.7644057646	1853.188621898	2897.538854098	1730.754345046	2931.3966598339	1868.9124312258	2087.1334971726	2179.4024669321	1636.7427612516	2596.3283566659	1565.6839961652	2329.6445143117	1826.7039113329
2007.9475395432	1761.0110151179	2425.4770821956	1789.3258911961	2262.6119674462	905.4937300696	1903.2144233736	1316.8215421383	1710.9108317377	1078.5274481217	1721.6177301997	1587.482488312	1922.2713010456	1050.4005817982	1287.0742469675	1093.2610277967	1392.4414031957	1555.5057931279	1994.8794159802	1543.2347908325	1853.5751885922	1497.5546235509	1784.7796699095	2943.0362774705	1055.0094825848	1464.187760563	1248.4600342387	1893.5308633119	1658.8658416854	2542.9417527324	2681.3800277891	1058.6554071799	1582.5357124326	2105.8495442398	1323.6375810175	1629.9974588432	1246.5232546756	1960.0346661163	1761.5263087311	2920.5184551826	1411.3756412951	1732.2792417919	1720.4241924047	1495.0522986853	2357.3138869588	1319.5277906267	2310.446900989	1301.8870230968
1972.7287833974	1836.5187971279	1931.8619033768	2274.7279716146	1886.6010635051	1402.259796701	1395.1210612161	1472.7832101647	1686.8115547625	1709.9067468702	2450.279651471	2365.2962209854	1732.7279695527	1433.6324703752	1639.7444859183	1835.992205158	2474.4602740187	2297.6869450064	2950.553578332	970.3661505137	2135.9373709111	1573.934757564	1958.8861355806	1972.6041049144	1211.4632662273	1892.4280732092	1687.2257593248	1838.349530608	2419.4331310758	1266.4019023189	795.4996482549	1704.9641827533	1773.0849047665	2270.4557930619	2227.1044394298	2279.2184161754	1435.3495814048	2658.2289900443	1636.6984547676	1768.9308830975	1582.4166488776	1907.969137761	1397.7733406526	1447.6165740491	2211.6280732712	1957.1139888212	1007.3585438374	1334.144203784
1884.5245588994	1457.2769051445	2291.0375285375	1714.1778716166	3584.5790901191	819.4875656722	2778.4995591698	3724.1197441532	2146.281647514	533.6952778979	445.517232472	552.5276531512	4007.1181050737	1357.7397489995	171.3515304371	1437.5397000574	400.3390327118	635.3794917225	2018.9937290897	3260.9196341949	4918.1002450128	4181.4386242549	4013.6195694294	4937.9384138014	1284.8668345243	444.7493516948	1501.9656399976	1435.9885265353	1396.1899602583	4544.0475608046	5561.4417933512	1500.1965224774	598.3258039315	3164.6090541666	433.9054516628	740.1030390116	2466.2239873265	5108.1323990063	5646.6781914392	5347.8915793503	2104.9519600931	2465.5711865456	2344.3779095492	927.2049345346	2687.1443411425	553.0650863474	4458.4180788886	5581.9055668635
1832.7002444176	1849.2631459127	2631.6361923341	2044.7466729266	2739.6058845639	1128.2631637672	1866.0823262731	2463.1846021408	2233.1194870508	1117.3826511952	1705.8658967344	1451.5202554747	2416.6932460026	1233.5996970734	1372.6701599003	1631.7432412116	1002.8678132072	1719.5672800914	2497.3533312363	2672.3760494234	3202.700517982	2904.5475413589	2829.4853779638	3015.1361086557	1703.7653736304	1396.7118711439	1346.2315680237	1870.0832185728	2153.8375254939	2215.2344726896	1892.385172387	1457.4559143647	2014.2668494285	2422.2070228822	1432.610927635	1946.2593169457	2436.8062617611	2900.9677586669	3852.2590938559	3405.1192646337	2245.086779836	2562.6101190133	2547.400562269	1252.6164467135	2487.0121813646	1417.9168903325	1989.5482671271	3028.7110171712
1785.7464571785	747.7689722928	2224.8835104429	1395.0478138123	3157.820802677	637.5739200293	2452.6506725776	3090.2981757337	1619.6043229092	918.3520793026	1107.9622236651	1133.6713385507	3436.6758218045	1142.4724229459	670.4670268974	1543.0920736688	1157.850163609	1406.6289192872	1652.9287496263	2797.6731930749	4575.2330465191	3824.7628389061	2740.47726231	2651.7936780878	1139.6357885843	1108.6813261186	1548.0492439632	1953.8409462895	2096.8544701883	4196.5231137921	4667.8125968269	1603.2456413925	1476.7319252237	2400.4194283517	1381.1602963467	1429.1142166278	2007.8254665992	4169.9304596702	7299.9932067351	4655.8105160368	1511.9266035324	2146.9941071639	1926.8437051062	1019.3408333635	2773.1206450486	1063.6613511435	3810.2684879713	5088.7266205927
1729.9859576469	2296.739685011	1557.6419669677	2370.8456497962	2071.0756816565	670.7283729445	1085.9886413294	1889.548314498	1229.1594057919	871.4030267107	1079.5184259214	1208.1953401833	2961.5807580858	1282.7244140748	1567.2339123915	1821.2539676813	1262.2062614835	1495.9660365011	1091.0933281186	1584.6629435536	2351.8934667006	1439.7335948641	2436.4375640251	3396.6420297615	2080.3981285803	1327.5826267694	949.2713416568	1865.5590023772	2113.1011389399	1934.2933676276	2783.7583349152	1324.1686549761	1203.188335475	3704.2439494766	1812.3683588079	1522.9594581003	1805.8551268982	3303.4883360492	2471.917525709	5702.091446271	1824.6711220149	1196.977070693	1288.9310093477	1112.3119515332	1514.7865460095	1216.738522511	3257.0197697559	2442.3554423152
