Domain	Phylum	Class	Order	Family	Genus	Species	SGB
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp004138205	SGB28298
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pelobium	Pelobium manganitolerans	SGB28299
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter atrinae	SGB2830
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pelobium	Pelobium arcticum	SGB28300
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pelobium	Pelobium glucosidilyticum	SGB28301
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Daejeonella	Daejeonella oryzae	SGB28302
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	Arcticibacter eurypsychrophilus	SGB28303
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pararcticibacter	Pararcticibacter tournemirensis	SGB28304
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga	Sporocytophaga myxococcoides	SGB28305
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Bremerella	Bremerella marina_B	SGB28306
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Mariniblastus	Mariniblastus fucicola	SGB28309
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sejongensis	SGB2831
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rubripirellula	Rubripirellula obstinata	SGB28310
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Roseimaritima	Roseimaritima ulvae	SGB28311
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Persicobacter	Persicobacter sp001274635	SGB28312
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cecembia	Cecembia sp003797895	SGB28314
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cecembia	Cecembia calidifontis	SGB28315
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Aquiflexum_A	Aquiflexum_A aquatile	SGB28316
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus resistens	SGB28319
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp000766795	SGB2832
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus marinus	SGB28320
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus boseongensis	SGB28321
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus mannitolivorans	SGB28322
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus lacus	SGB28323
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus litoralis	SGB28324
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus terrigena	SGB28325
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus formosus	SGB28326
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus marincola	SGB28327
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus kandeliae	SGB28329
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp002163675	SGB2833
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus vanfongensis	SGB28330
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola pacifica	SGB28331
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Negadavirga	Negadavirga sp003347495	SGB28332
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Chryseolinea	Chryseolinea soli	SGB28333
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Chryseotalea	Chryseotalea sanaruensis	SGB28334
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Larkinella	Larkinella knui	SGB28335
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Larkinella	Larkinella rosea	SGB28336
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Larkinella	Larkinella soli	SGB28338
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma sordidisoli	SGB28339
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp900105145	SGB2834
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma rigui	SGB28340
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma luteum	SGB28341
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma spitsbergense	SGB28342
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma aerolatum	SGB28343
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma panaciterrae	SGB28344
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Rudanella	Rudanella lutea	SGB28346
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Fibrisoma	Fibrisoma montanum	SGB28347
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Aquirufa	Aquirufa antheringensis	SGB28348
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Allopseudarcicella	Allopseudarcicella rosea	SGB28349
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp002005425	SGB2835
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	UBA6715	UBA6715 sp004005965	SGB28351
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia	Emticicia sp004168285	SGB28352
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Flectobacillus	Flectobacillus major	SGB28353
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Runella	Runella sp003711225	SGB28354
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Runella	Runella limosa	SGB28355
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Runella	Runella zeae	SGB28356
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arundinibacter	Arundinibacter roseus	SGB28357
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga pectinis	SGB28358
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga sp000812565	SGB28359
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp002831685	SGB2836
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ginsengibacter	Ginsengibacter sp003721595	SGB28360
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga aurantiaca	SGB28361
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Adhaeribacter aquaticus	SGB28362
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Nafulsella	Nafulsella turpanensis	SGB28363
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella	Reichenbachiella versicolor	SGB28365
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flexithrix	Flexithrix dorotheae	SGB28366
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp004684095	SGB28367
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter terrenus	SGB28368
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp000715495	SGB28369
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum_A	Tenacibaculum_A todarodis	SGB2837
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp004745825	SGB28370
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter wooponensis	SGB28371
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sediminis	SGB28372
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp004745645	SGB28374
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter aquaticus	SGB28375
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter persicinus	SGB28376
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter elongatus	SGB28377
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter rubripertinctus	SGB28378
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter aerophilus	SGB28379
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter irgensii	SGB2838
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter rigui	SGB28380
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter metallilatus	SGB28381
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter perfusus	SGB28382
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Solirubrum	Solirubrum gummosum	SGB28383
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter norwichensis	SGB28385
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter radiodurans	SGB28386
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter immobilis	SGB28387
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter ruber	SGB28388
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter latericius	SGB28389
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter roseus	SGB28390
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter actiniarum	SGB28391
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter oryzae	SGB28392
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter roseus	SGB28393
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Botryobacter	Botryobacter ruber	SGB28394
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga extrema	SGB28396
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga rhizosphaerae	SGB28397
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga deserti	SGB28398
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga barathri	SGB28399
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga alhagiae	SGB28400
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga lutea	SGB28401
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphocola	Edaphocola helva	SGB28402
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphocola	Edaphocola koreensis	SGB28403
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphocola	Edaphocola sp003852495	SGB28404
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphocola	Edaphocola flava	SGB28405
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Anseongella	Anseongella ginsenosidimutans	SGB28406
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Thermonemataceae	Thermonema	Thermonema rossianum	SGB28407
Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	Syntrophosphaera	Syntrophosphaera thermopropionivorans	SGB28408
Bacteria	Omnitrophota	Koll11	UBA1572	UBA1572	Vampirococcus_B	Vampirococcus_B archaeovorus	SGB28409
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Confluentibacter	Confluentibacter flavum	SGB2841
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Hugenholtzia	Hugenholtzia roseola	SGB28410
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Eperythrozoon_A		SGB28411
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Eperythrozoon_A	Eperythrozoon_A haemominutum	SGB28412
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_A	Prochlorococcus_A marinus_K	SGB28428
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp002163855	SGB2843
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_B	Synechococcus_B spongiarum_F	SGB28430
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Vulcanococcus	Vulcanococcus sp000179235	SGB28432
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Vulcanococcus	Vulcanococcus limneticus	SGB28433
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Cyanobium	Cyanobium sp002252675	SGB28434
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Cyanobium_A	Cyanobium_A sp002252665	SGB28435
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	WH-5701	WH-5701 sp002252625	SGB28436
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_C	Synechococcus_C sp900473965	SGB28438
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella jejuensis	SGB2844
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_E	Synechococcus_E sp900474185	SGB28440
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_E	Synechococcus_E sp002724845	SGB28441
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_E	Synechococcus_E sp000515235	SGB28442
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_C	Synechococcus_C sp004332415	SGB28444
Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_C	Synechococcus_C sp004209775	SGB28445
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp002682935	SGB2845
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter cetorum_C	SGB28451
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_E	Helicobacter_E mehlei	SGB28455
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_E	Helicobacter_E labacensis	SGB28457
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_E	Helicobacter_E baculiformis	SGB28458
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_E	Helicobacter_E vulpis	SGB28459
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_E	Helicobacter_E salomonis	SGB28460
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_E	Helicobacter_E cynogastricus	SGB28462
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_G	Helicobacter_G pametensis	SGB28463
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_D	Helicobacter_D mesocricetorum	SGB28465
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_D	Helicobacter_D burdigaliensis	SGB28468
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_D	Helicobacter_D rodentium	SGB28469
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp001971725	SGB2847
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_H	Helicobacter_H sp900199585	SGB28470
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C		SGB28474
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_F	Helicobacter_F himalayensis	SGB28478
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_F	Helicobacter_F equorum_A	SGB28479
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella psychrotolerans	SGB2848
Bacteria	Campylobacterota	Campylobacteria	Nautiliales	Nautiliaceae	Lebetimonas	Lebetimonas sp000523275	SGB28480
Bacteria	Campylobacterota	Campylobacteria	Nautiliales	Nautiliaceae	Nautilia	Nautilia profundicola_A	SGB28481
Bacteria	Campylobacterota	Campylobacteria	Nautiliales	Nautiliaceae	Cetia	Cetia pacifica	SGB28482
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter suis	SGB28484
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter venerupis	SGB28485
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter cloacae	SGB28486
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter aquimarinus	SGB28487
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter ellisii	SGB28488
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella thalassocola	SGB2849
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter faecis	SGB28491
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter cibarius	SGB28492
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter trophiarum	SGB28493
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter	Poseidonibacter lekithochrous	SGB28498
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sediminis	SGB2850
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter	Poseidonibacter antarcticus	SGB28500
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	Halarcobacter anaerophilus	SGB28501
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	Halarcobacter ebronensis	SGB28502
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Malaciobacter	Malaciobacter mytili	SGB28503
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Malaciobacter	Malaciobacter sp004116725	SGB28504
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Malaciobacter	Malaciobacter sp004116495	SGB28506
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	Halarcobacter bivalviorum	SGB28508
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	Halarcobacter sp004116455	SGB28509
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp000171875	SGB2851
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	Halarcobacter sp004118855	SGB28510
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	Halarcobacter mediterraneus	SGB28511
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter pacificus	SGB28512
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	Halarcobacter sp001895145	SGB28513
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter sp004116465	SGB28514
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	UBA4036	UBA4036 sp004116335	SGB28515
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum_A	Sulfurospirillum_A arcachonense	SGB28516
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp000828715	SGB2852
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A showae_D	SGB28525
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella aurantia	SGB2854
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_D	Campylobacter_D novaezeelandiae	SGB28543
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_D	Campylobacter_D jejuni_B	SGB28544
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_D	Campylobacter_D sp004378855	SGB28545
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	Psychroserpens sp900104785	SGB2855
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	Campylobacter_B corcagiensis	SGB28553
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum sp001548035	SGB28555
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum arsenophilum	SGB28556
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	Sulfuricurvum sp002327465	SGB28557
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Denitrovibrionaceae	Seleniivibrio	Seleniivibrio woodruffii	SGB28558
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Denitrovibrionaceae	Geovibrio	Geovibrio thiophilus	SGB28559
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Xanthomarina	Xanthomarina gelatinilytica	SGB2856
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Denitrovibrionaceae	ATWF01	ATWF01 sp000421105	SGB28560
Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	Thermodesulfovibrio thiophilus	SGB28563
Bacteria	Campylobacterota	Desulfurellia	Desulfurellales	Hippeaceae	Hippea	Hippea sp000526195	SGB28565
Bacteria	Campylobacterota	Desulfurellia	Desulfurellales	Hippeaceae	Hippea	Hippea alviniae	SGB28566
Bacteria	Campylobacterota	Desulfurellia	Desulfurellales	Hippeaceae	Hippea_A	Hippea_A jasoniae	SGB28567
Bacteria	Aquificota	Aquificae	Hydrogenothermales	Hydrogenothermaceae	Persephonella	Persephonella sp000703085	SGB28570
Bacteria	Aquificota	Aquificae	Hydrogenothermales	Hydrogenothermaceae	Hydrogenothermus	Hydrogenothermus marinus	SGB28571
Bacteria	Aquificota	Aquificae	Hydrogenothermales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium subterraneum	SGB28572
Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	SCKK01	SCKK01	SCKK01 sp004124475	SGB28575
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium spinosum	SGB28576
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium sp000739635	SGB28577
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium sp000739655	SGB28578
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacter fusiformis	SGB28579
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Algorimicrobium	Algorimicrobium algoritergicola	SGB2858
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Methylacidimicrobium	Methylacidimicrobium sp000526255	SGB28580
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Methylacidimicrobium	Methylacidimicrobium sp000379365	SGB28581
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum sp004421255	SGB28582
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum sp004421185	SGB28583
