Domain	Phylum	Class	Order	Family	Genus	Species	SGB
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	UBA226	UBA226 sp012959275	SGB103707
Archaea	Thermoplasmatota	Thermoplasmata	ARK-15	ARK-15	ARK-15		SGB105011
Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184		SGB105016
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae			SGB106229
Archaea	Thermoproteota	Thermoproteia	Thermoproteales	Thermoproteaceae	Pyrobaculum		SGB108667
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA57	VHBL01		SGB108692
Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae			SGB108796
Archaea	Nanoarchaeota	Nanoarchaeia	Nanoarchaeales	Nanopusillaceae	Nanopusillus		SGB109086
Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae			SGB109087
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomarina		SGB110575
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomarina		SGB110576
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus		SGB110577
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus		SGB110578
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus		SGB110579
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus		SGB110580
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halovivax		SGB110581
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halovivax		SGB110582
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halovivax		SGB110583
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Tc-Br11		SGB110584
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Tc-Br11		SGB110585
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Tc-Br11		SGB110586
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Tc-Br11		SGB110587
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Tc-Br11		SGB110588
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	KZCA124		SGB110589
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema		SGB110590
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema		SGB110591
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae			SGB110592
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae			SGB110593
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae			SGB110594
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae			SGB110595
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema		SGB110596
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema		SGB110597
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema		SGB110598
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema		SGB110599
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema		SGB110600
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronococcus		SGB110601
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae			SGB110602
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Tc-Br11-E2g8		SGB110603
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Tc-Br11		SGB110604
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	KZCA124		SGB110605
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halostagnicola		SGB110606
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas		SGB110607
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halalkaliarchaeum		SGB110608
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halapricum		SGB110609
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natronoarchaeaceae	Natronoarchaeum		SGB110610
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halohasta		SGB110611
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halohasta		SGB110612
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloprofundus		SGB110613
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloprofundus		SGB110614
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloprofundus		SGB110615
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae			SGB110616
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Salinigranum		SGB110617
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobellus	Halobellus sp003665925	SGB110618
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobellus		SGB110619
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobellus		SGB110620
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobaculum		SGB110621
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobaculum		SGB110622
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobaculum		SGB110623
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum		SGB110624
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum		SGB110625
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum		SGB110626
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloplanus		SGB110627
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloplanus		SGB110628
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloplanus		SGB110629
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloplanus		SGB110630
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae			SGB110631
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae			SGB110632
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Haloarchaeobius		SGB110633
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Haloarchaeobius		SGB110634
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Haloarchaeobius		SGB110635
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Haloarchaeobius		SGB110636
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halorubellus		SGB110637
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Halorussus		SGB110638
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Halorussus		SGB110639
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Halorussus		SGB110640
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Halorussus		SGB110641
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Halorussus		SGB110642
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus		SGB110643
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium		SGB110644
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium		SGB110645
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium		SGB110646
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium		SGB110647
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium		SGB110648
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium		SGB110649
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Salarchaeum		SGB110650
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium		SGB110651
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae			SGB110652
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula		SGB110653
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula		SGB110654
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula		SGB110655
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula		SGB110656
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula		SGB110657
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomarina		SGB110658
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomarina		SGB110659
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomarina		SGB110660
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomarina		SGB110661
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae			SGB110662
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas		SGB110663
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae			SGB110664
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloglomus		SGB110665
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloglomus		SGB110666
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	QS-5-70-15		SGB110667
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus		SGB110668
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Salinarchaeaceae	Salinarchaeum		SGB110669
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halanaeroarchaeum		SGB110670
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus		SGB110671
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus		SGB110672
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus		SGB110673
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanofollaceae	Methanofollis		SGB110674
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocalculus		SGB110675
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus		SGB110676
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina		SGB111786
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae			SGB111787
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanococcoides		SGB111788
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus		SGB111789
Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Saccharolobus		SGB111790
Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus		SGB111791
Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Stygiolobus		SGB111792
Archaea	Thermoproteota	Thermoproteia	Sulfolobales				SGB111793
Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Metallosphaera		SGB111794
Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_A		SGB111795
Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_A		SGB111796
Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus		SGB111797
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_C		SGB111798
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae			SGB111799
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter		SGB111800
Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Ignicoccaceae	Ignicoccus		SGB111801
Archaea	Methanobacteriota_A	Methanococci	Methanococcales	Methanococcaceae	Methanofervidicoccus		SGB111802
Archaea	Methanobacteriota_A	Methanococci	Methanococcales	Methanococcaceae	Methanofervidicoccus		SGB111803
Archaea	Methanobacteriota_A	Methanococci	Methanococcales	Methanococcaceae	Methanofervidicoccus		SGB111804
Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233			SGB111805
Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	DSLH01		SGB111806
Archaea	Thermoproteota	Bathyarchaeia	B26-1	SOJC01			SGB111807
Archaea	Halobacteriota	Syntropharchaeia	ANME-1	ANME-1	QEXZ01		SGB111812
Archaea	Halobacteriota	Syntropharchaeia	ANME-1	ANME-1			SGB111813
Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZS01	QMZS01			SGB111814
Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZS01	QMZS01	QMZS01		SGB111815
Archaea	B1Sed10-29	B1Sed10-29	WALL01				SGB111823
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium	Methanomicrobium sp017553245	SGB111853
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	MX-02		SGB111861
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	SIG5		SGB111871
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	UBA71		SGB111897
Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	40CM-2-53-6	40CM-2-53-6		SGB122403
Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	40CM-2-53-6	BA-19		SGB122413
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	JACPRH01			SGB122448
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera		SGB122475
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera		SGB122487
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera		SGB122490
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177		SGB122529
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177		SGB122539
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177		SGB122549
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177		SGB122556
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177		SGB122560
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH1177		SGB122562
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21		SGB122570
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21		SGB122575
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21		SGB122585
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21		SGB122608
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH5893		SGB122631
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	JAFAQB01		SGB122683
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus		SGB122702
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus		SGB122703
Archaea	Nanoarchaeota	Nanoarchaeia	UBA10117	UBA10117	JAGVWH01	JAGVWH01 sp018304365	SGB122811
Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01		SGB122828
Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1			SGB122835
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum		SGB122945
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum		SGB122947
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	JAGVZT01	JAGVZT01	JAGVZT01 sp018302335	SGB122987
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	UBA472		SGB122989
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae			SGB122997
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae			SGB122998
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae			SGB122999
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	JAAYZC01		SGB123000
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae			SGB123002
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae			SGB123003
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae			SGB123006
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae			SGB123007
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae			SGB123008
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae			SGB123009
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae			SGB124730
Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix		SGB124825
Archaea	Thermoplasmatota	Thermoplasmata	UBA184	UBA184	UBA184		SGB127088
Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	RBG-16-68-12			SGB127106
Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	EA-27	EA-27		SGB127107
Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	RBG-16-68-12			SGB127108
Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	RBG-16-68-12	RBG-16-68-12	RBG-16-68-12 sp001800825	SGB127112
Archaea	Thermoplasmatota	Thermoplasmata	DTKX01				SGB127116
Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	Micrarchaeum_A	Micrarchaeum_A acidiphilum_A	SGB130
Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	Mancarchaeum	Mancarchaeum acidiphilum	SGB131
Archaea	Halobacteriota	Bog-38	Bog-38	Bog-38	Bog-38	Bog-38 sp003162175	SGB137079
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-N1		SGB137195
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae			SGB137224
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L3		SGB137225
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-K1		SGB137242
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L4		SGB137247
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1		SGB137248
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1		SGB137249
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1		SGB137254
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1		SGB137256
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1	MGIIa-L1 sp018650105	SGB137257
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L2		SGB137259
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L2		SGB137261
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L2	MGIIa-L2 sp013911465	SGB137263
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia		SGB137268
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia		SGB137276
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia		SGB137277
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1		SGB137283
Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1		SGB137286
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp902590655	SGB139421
Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus		SGB139438
Archaea	Nanoarchaeota	Nanoarchaeia	UBA10117	ARS21	JAAZWY01	JAAZWY01 sp018698915	SGB139447
Archaea	Nanoarchaeota	Nanoarchaeia	UBA10117	ARS21	JAAZWY01	JAAZWY01 sp014240455	SGB139448
Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JABHWZ01	JABHWZ01 sp018657525	SGB139464
Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	GW2011-AR1		SGB139465
Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	BS150m-G67		SGB139470
Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JAGVXH01	JAGVXH01 sp018697295	SGB139475
Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	UBA489	JABIKK01	JABIKK01 sp018658265	SGB139483
Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	PNOQ01	JABJPM01	JABJPM01 sp018663865	SGB139486
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	UBA583	UBA583	UBA583 sp013215525	SGB139492
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011-AR9	GCA-2688265	GCA-2688265 sp018697095	SGB139498
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011-AR9	GCA-2688265	GCA-2688265 sp018670085	SGB139499
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011-AR9	1-14-0-10-32-24	1-14-0-10-32-24 sp018655525	SGB139500
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011-AR9	JABJOX01	JABJOX01 sp018696595	SGB139502
Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	GW2011-AR17	JABHZQ01	JABHZQ01 sp018656555	SGB139506
Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	GW2011-AR17	JABHYY01	JABHYY01 sp018653605	SGB139507
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	JABGXB01	JABGXB01	JABGXB01 sp018675975	SGB139508
Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	GW2011-AR17	BS150m-G60	BS150m-G60 sp018692925	SGB139509
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011-AR15	GW2011-AR15	GW2011-AR15 sp018657065	SGB139512
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	DSVV01	JABHXF01	JABHXF01 sp018661705	SGB139514
Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	RBG-16-57-9 sp018652685	SGB140597
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum labreanum	SGB141
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia	Methanolacinia petrolearia	SGB143
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus	Methanoplanus limicola	SGB144
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum hungatei	SGB145
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula boonei	SGB149
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula formicica	SGB155
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanosphaerulaceae	Methanosphaerula	Methanosphaerula palustris	SGB163
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanofollaceae	Methanofollis	Methanofollis liminatans	SGB168
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus bourgensis	SGB170
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus sp000691865	SGB177
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus sediminis	SGB178
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus chikugoensis_A	SGB179
Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella	Methanocella paludicola	SGB184
Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella	Methanocella conradii	SGB185
Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella_A	Methanocella_A arvoryzae	SGB186
Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix soehngenii	SGB187
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	UBA10216	UBA492	UBA492 sp002688315	SGB19
Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix_A	Methanothrix_A harundinacea_D	SGB191
Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix_A	Methanothrix_A harundinacea_E	SGB194
Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix_B	Methanothrix_B thermoacetophila	SGB196
Archaea	Nanoarchaeota	Nanoarchaeia	Parvarchaeales	Parvarchaeaceae	Parvarchaeum	Parvarchaeum acidophilus	SGB19703
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomethylophilus		SGB19942
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomethylophilus		SGB19944
